"datum","entries","entries_pos","entries_neg","sumTotal","timeframe_7d","sumTotal_last7d","timeframe_14d","sumTotal_last14d","timeframe_28d","sumTotal_last28d","timeframe_phase2","sumTotal_Phase2","timeframe_phase2b","sumTotal_Phase2b","sum7d","sum14d","mean7d","mean14d","pos_anteil","pos_anteil_mean7d","timeframe_all","anteil_pos_all","anteil_pos_14","anteil_pos_28","anteil_pos_phase2","anteil_pos_phase2b","pop","inz_entries","inzmean7d","inzmean14d","inzsumTotal","inzsumTotal_last7d","inzsumTotal_last14d","inzsumTotal_last28d","inzsumTotal_Phase2","inzsumTotal_Phase2b","inzsum7d","inzsum14d","entries_diff_last_age","entries_diff_last","type","version","datum_unit","nachweismethode","geoRegion"
2020-09-22,313,2,311,24775,FALSE,0,FALSE,0,FALSE,0,TRUE,22658,FALSE,0,1648,3666,230.29,227.93,0.6,0.9,TRUE,8.7,8.9,8.6,8.9,11.3,195844,159.82,117.59,116.38,12650.37,NA,NA,NA,11569.41,NA,841.49,1871.9,1,791,"COVID19Tests","2021-01-15_07-50-56","day","all","BS"
2020-09-23,319,5,314,25094,FALSE,0,FALSE,0,FALSE,0,TRUE,22977,FALSE,0,1662,3628,229.86,224.86,1.6,1.14,TRUE,8.7,8.9,8.6,8.9,11.3,195844,162.88,117.37,114.82,12813.26,NA,NA,NA,11732.3,NA,848.63,1852.49,1,791,"COVID19Tests","2021-01-15_07-50-56","day","all","BS"
2020-09-24,276,3,273,25370,FALSE,0,FALSE,0,FALSE,0,TRUE,23253,FALSE,0,1602,3576,236.43,216.07,1.1,1.14,TRUE,8.7,8.9,8.6,8.9,11.3,195844,140.93,120.72,110.33,12954.19,NA,NA,NA,11873.23,NA,818,1825.94,1,791,"COVID19Tests","2021-01-15_07-50-56","day","all","BS"
2020-09-25,240,2,238,25610,FALSE,0,FALSE,0,FALSE,0,TRUE,23493,FALSE,0,1612,3484,223.57,222.36,0.8,0.9,TRUE,8.7,8.9,8.6,8.9,11.3,195844,122.55,114.16,113.54,13076.73,NA,NA,NA,11995.77,NA,823.1,1778.97,1,791,"COVID19Tests","2021-01-15_07-50-56","day","all","BS"
2020-09-26,180,4,176,25790,FALSE,0,FALSE,0,FALSE,0,TRUE,23673,FALSE,0,1609,3405,220.43,223.29,2.2,1.11,TRUE,8.7,8.9,8.6,8.9,11.3,195844,91.91,112.55,114.01,13168.64,NA,NA,NA,12087.68,NA,821.57,1738.63,1,791,"COVID19Tests","2021-01-15_07-50-56","day","all","BS"
2020-09-27,89,0,89,25879,FALSE,0,FALSE,0,FALSE,0,TRUE,23762,FALSE,0,1655,3400,212.29,225.5,0,1.37,TRUE,8.7,8.9,8.6,8.9,11.3,195844,45.44,108.4,115.14,13214.09,NA,NA,NA,12133.13,NA,845.06,1736.08,1,791,"COVID19Tests","2021-01-15_07-50-56","day","all","BS"
2020-09-28,148,0,148,26027,FALSE,0,FALSE,0,FALSE,0,TRUE,23910,TRUE,148,1565,3327,203.29,224.21,0,1.34,TRUE,8.7,8.9,8.6,8.9,11.3,195844,75.57,103.8,114.48,13289.66,NA,NA,NA,12208.7,75.57,799.11,1698.8,1,791,"COVID19Tests","2021-01-15_07-50-56","day","all","BS"
2020-09-29,291,6,285,26318,FALSE,0,FALSE,0,FALSE,0,TRUE,24201,TRUE,439,1543,3191,214.43,224.93,2.1,1.94,TRUE,8.7,8.9,8.6,8.9,11.3,195844,148.59,109.49,114.85,13438.25,NA,NA,NA,12357.28,224.16,787.87,1629.36,1,791,"COVID19Tests","2021-01-15_07-50-56","day","all","BS"
2020-09-30,262,9,253,26580,FALSE,0,FALSE,0,FALSE,0,TRUE,24463,TRUE,701,1486,3148,216.71,225.71,3.4,2.21,TRUE,8.7,8.9,8.6,8.9,11.3,195844,133.78,110.65,115.25,13572.03,NA,NA,NA,12491.06,357.94,758.77,1607.4,1,791,"COVID19Tests","2021-01-15_07-50-56","day","all","BS"
2020-10-01,213,2,211,26793,FALSE,0,FALSE,0,FALSE,0,TRUE,24676,TRUE,914,1423,3025,214.57,233.07,0.9,2.99,TRUE,8.7,8.9,8.6,8.9,11.3,195844,108.76,109.56,119.01,13680.79,NA,NA,NA,12599.82,466.7,726.6,1544.6,1,791,"COVID19Tests","2021-01-15_07-50-56","day","all","BS"
2020-10-02,318,16,302,27111,FALSE,0,FALSE,0,FALSE,0,TRUE,24994,TRUE,1232,1501,3113,224.86,239,5,3.19,TRUE,8.7,8.9,8.6,8.9,11.3,195844,162.37,114.82,122.04,13843.16,NA,NA,NA,12762.2,629.07,766.43,1589.53,1,791,"COVID19Tests","2021-01-15_07-50-56","day","all","BS"
2020-10-03,196,8,188,27307,FALSE,0,FALSE,0,FALSE,0,TRUE,25190,TRUE,1428,1517,3126,229.43,243.5,4.1,3.24,TRUE,8.7,8.9,8.6,8.9,11.3,195844,100.08,117.15,124.33,13943.24,NA,NA,NA,12862.28,729.15,774.6,1596.17,1,791,"COVID19Tests","2021-01-15_07-50-56","day","all","BS"
2020-10-04,74,4,70,27381,FALSE,0,FALSE,0,FALSE,0,TRUE,25264,TRUE,1502,1502,3157,239.14,249.14,5.4,3.54,TRUE,8.7,8.9,8.6,8.9,11.3,195844,37.79,122.11,127.21,13981.03,NA,NA,NA,12900.06,766.94,766.94,1612,1,791,"COVID19Tests","2021-01-15_07-50-56","day","all","BS"
2020-10-05,220,3,217,27601,FALSE,0,FALSE,0,FALSE,0,TRUE,25484,TRUE,1722,1574,3139,262.86,265.29,1.4,3.99,TRUE,8.7,8.9,8.6,8.9,11.3,195844,112.33,134.22,135.46,14093.36,NA,NA,NA,13012.4,879.27,803.7,1602.81,1,791,"COVID19Tests","2021-01-15_07-50-56","day","all","BS"
2020-10-06,323,8,315,27924,FALSE,0,FALSE,0,FALSE,0,TRUE,25807,TRUE,2045,1606,3149,263.57,280.5,2.5,4.2,TRUE,8.7,8.9,8.6,8.9,11.3,195844,164.93,134.58,143.23,14258.29,NA,NA,NA,13177.32,1044.2,820.04,1607.91,1,791,"COVID19Tests","2021-01-15_07-50-56","day","all","BS"
2020-10-07,330,18,312,28254,FALSE,0,FALSE,0,FALSE,0,TRUE,26137,TRUE,2375,1674,3160,270.29,295.29,5.5,5.67,TRUE,8.7,8.9,8.6,8.9,11.3,195844,168.5,138.01,150.78,14426.79,NA,NA,NA,13345.83,1212.7,854.76,1613.53,1,791,"COVID19Tests","2021-01-15_07-50-56","day","all","BS"
2020-10-08,379,15,364,28633,FALSE,0,FALSE,0,FALSE,0,TRUE,26516,TRUE,2754,1840,3263,283.71,312.64,4,6.17,TRUE,8.7,8.9,8.6,8.9,11.3,195844,193.52,144.87,159.64,14620.31,NA,NA,NA,13539.35,1406.22,939.52,1666.12,1,791,"COVID19Tests","2021-01-15_07-50-56","day","all","BS"
2020-10-09,323,21,302,28956,FALSE,0,FALSE,0,FALSE,0,TRUE,26839,TRUE,3077,1845,3346,305.71,328.93,6.5,6.7,TRUE,8.7,8.9,8.6,8.9,11.3,195844,164.93,156.1,167.96,14785.24,NA,NA,NA,13704.27,1571.15,942.08,1708.5,1,791,"COVID19Tests","2021-01-15_07-50-56","day","all","BS"
2020-10-10,243,35,208,29199,FALSE,0,FALSE,0,FALSE,0,TRUE,27082,TRUE,3320,1892,3409,331.57,338.21,14.4,6.97,TRUE,8.7,8.9,8.6,8.9,11.3,195844,124.08,169.3,172.69,14909.32,NA,NA,NA,13828.35,1695.23,966.08,1740.67,1,791,"COVID19Tests","2021-01-15_07-50-56","day","all","BS"
2020-10-11,168,15,153,29367,FALSE,0,FALSE,0,FALSE,0,TRUE,27250,TRUE,3488,1986,3488,351.43,348.43,8.9,7.04,TRUE,8.7,8.9,8.6,8.9,11.3,195844,85.78,179.44,177.91,14995.1,NA,NA,NA,13914.14,1781.01,1014.07,1781.01,1,791,"COVID19Tests","2021-01-15_07-50-56","day","all","BS"
2020-10-12,374,19,355,29741,FALSE,0,FALSE,0,FALSE,0,TRUE,27624,TRUE,3862,2140,3714,362.43,362.29,5.1,7.47,TRUE,8.7,8.9,8.6,8.9,11.3,195844,190.97,185.06,184.99,15186.07,NA,NA,NA,14105.1,1971.98,1092.71,1896.41,1,791,"COVID19Tests","2021-01-15_07-50-56","day","all","BS"
2020-10-13,504,22,482,30245,FALSE,0,FALSE,0,FALSE,0,TRUE,28128,TRUE,4366,2321,3927,394.29,383.86,4.4,7.7,TRUE,8.7,8.9,8.6,8.9,11.3,195844,257.35,201.33,196,15443.41,NA,NA,NA,14362.45,2229.33,1185.13,2005.17,1,791,"COVID19Tests","2021-01-15_07-50-56","day","all","BS"
2020-10-14,469,28,441,30714,FALSE,0,FALSE,0,FALSE,0,TRUE,28597,TRUE,4835,2460,4134,406.14,414,6,7.04,TRUE,8.7,8.9,8.6,8.9,11.3,195844,239.48,207.38,211.39,15682.89,NA,NA,NA,14601.93,2468.8,1256.1,2110.86,1,791,"COVID19Tests","2021-01-15_07-50-56","day","all","BS"
2020-10-15,456,32,424,31170,FALSE,0,FALSE,0,FALSE,0,TRUE,29053,TRUE,5291,2537,4377,413.14,442.86,7,7.61,TRUE,8.7,8.9,8.6,8.9,11.3,195844,232.84,210.95,226.13,15915.73,NA,NA,NA,14834.77,2701.64,1295.42,2234.94,1,791,"COVID19Tests","2021-01-15_07-50-56","day","all","BS"
2020-10-16,546,44,502,31716,FALSE,0,FALSE,0,FALSE,0,TRUE,29599,TRUE,5837,2760,4605,418.86,478.21,8.1,8.3,TRUE,8.7,8.9,8.6,8.9,11.3,195844,278.79,213.87,244.18,16194.52,NA,NA,NA,15113.56,2980.43,1409.28,2351.36,1,791,"COVID19Tests","2021-01-15_07-50-56","day","all","BS"
2020-10-17,326,32,294,32042,FALSE,0,FALSE,0,FALSE,0,TRUE,29925,TRUE,6163,2843,4735,436.14,498.64,9.8,8.89,TRUE,8.7,8.9,8.6,8.9,11.3,195844,166.46,222.7,254.61,16360.98,NA,NA,NA,15280.02,3146.89,1451.67,2417.74,1,791,"COVID19Tests","2021-01-15_07-50-56","day","all","BS"
2020-10-18,217,28,189,32259,FALSE,0,FALSE,0,FALSE,0,TRUE,30142,TRUE,6380,2892,4878,476.57,512.36,12.9,9.66,TRUE,8.7,8.9,8.6,8.9,11.3,195844,110.8,243.34,261.62,16471.78,NA,NA,NA,15390.82,3257.69,1476.69,2490.76,1,791,"COVID19Tests","2021-01-15_07-50-56","day","all","BS"
2020-10-19,414,41,373,32673,FALSE,0,FALSE,0,FALSE,0,TRUE,30556,TRUE,6794,2932,5072,523.29,535,9.9,10.31,TRUE,8.7,8.9,8.6,8.9,11.3,195844,211.39,267.2,273.18,16683.18,NA,NA,NA,15602.21,3469.09,1497.11,2589.82,1,791,"COVID19Tests","2021-01-15_07-50-56","day","all","BS"
2020-10-20,625,53,572,33298,FALSE,0,FALSE,0,FALSE,0,TRUE,31181,TRUE,7419,3053,5374,562.14,561.57,8.5,10.66,TRUE,8.7,8.9,8.6,8.9,11.3,195844,319.13,287.03,286.74,17002.31,NA,NA,NA,15921.35,3788.22,1558.89,2744.02,1,791,"COVID19Tests","2021-01-15_07-50-56","day","all","BS"
2020-10-21,752,86,666,34050,FALSE,0,FALSE,0,FALSE,0,TRUE,31933,TRUE,8171,3336,5796,591.14,585.14,11.4,10.63,TRUE,8.7,8.9,8.6,8.9,11.3,195844,383.98,301.84,298.78,17386.29,NA,NA,NA,16305.32,4172.2,1703.4,2959.5,1,791,"COVID19Tests","2021-01-15_07-50-56","day","all","BS"
2020-10-22,783,91,692,34833,FALSE,0,FALSE,0,FALSE,0,TRUE,32716,TRUE,8954,3663,6200,611.57,610.57,11.6,10.69,TRUE,8.7,8.9,8.6,8.9,11.3,195844,399.81,312.27,311.76,17786.1,NA,NA,NA,16705.13,4572.01,1870.37,3165.79,1,791,"COVID19Tests","2021-01-15_07-50-56","day","all","BS"
2020-10-23,818,86,732,35651,FALSE,0,FALSE,0,FALSE,0,TRUE,33534,TRUE,9772,3935,6695,651.14,635.93,10.5,11.17,TRUE,8.7,8.9,8.6,8.9,11.3,195844,417.68,332.48,324.71,18203.77,NA,NA,NA,17122.81,4989.69,2009.25,3418.54,1,791,"COVID19Tests","2021-01-15_07-50-56","day","all","BS"
2020-10-24,529,51,478,36180,FALSE,0,FALSE,0,FALSE,0,TRUE,34063,TRUE,10301,4138,6981,687,652.93,9.6,11.66,TRUE,8.7,8.9,8.6,8.9,11.3,195844,270.11,350.79,333.39,18473.89,NA,NA,NA,17392.92,5259.8,2112.91,3564.57,1,791,"COVID19Tests","2021-01-15_07-50-56","day","all","BS"
2020-10-25,360,48,312,36540,FALSE,0,FALSE,0,FALSE,0,TRUE,34423,TRUE,10661,4281,7173,693.71,663.14,13.3,11.53,TRUE,8.7,8.9,8.6,8.9,11.3,195844,183.82,354.22,338.61,18657.71,NA,NA,NA,17576.74,5443.62,2185.92,3662.61,1,791,"COVID19Tests","2021-01-15_07-50-56","day","all","BS"
2020-10-26,691,92,599,37231,FALSE,0,FALSE,0,FALSE,0,TRUE,35114,TRUE,11352,4558,7490,697.86,682.36,13.3,11.69,TRUE,8.7,8.9,8.6,8.9,11.3,195844,352.83,356.33,348.42,19010.54,NA,NA,NA,17929.58,5796.45,2327.36,3824.47,1,791,"COVID19Tests","2021-01-15_07-50-56","day","all","BS"
2020-10-27,876,104,772,38107,FALSE,0,FALSE,0,FALSE,0,TRUE,35990,TRUE,12228,4809,7862,709.71,689.93,11.9,11.91,TRUE,8.7,8.9,8.6,8.9,11.3,195844,447.29,362.39,352.29,19457.83,NA,NA,NA,18376.87,6243.75,2455.53,4014.42,1,791,"COVID19Tests","2021-01-15_07-50-56","day","all","BS"
2020-10-28,799,84,715,38906,FALSE,0,FALSE,0,FALSE,0,TRUE,36789,TRUE,13027,4856,8192,714.71,689.29,10.5,12.6,TRUE,8.7,8.9,8.6,8.9,11.3,195844,407.98,364.94,351.96,19865.81,NA,NA,NA,18784.85,6651.72,2479.52,4182.92,1,791,"COVID19Tests","2021-01-15_07-50-56","day","all","BS"
2020-10-29,812,103,709,39718,FALSE,0,FALSE,0,FALSE,0,TRUE,37601,TRUE,13839,4885,8548,714.71,686.29,12.7,13.09,TRUE,8.7,8.9,8.6,8.9,11.3,195844,414.62,364.94,350.43,20280.43,NA,NA,NA,19199.46,7066.34,2494.33,4364.7,1,791,"COVID19Tests","2021-01-15_07-50-56","day","all","BS"
2020-10-30,901,109,792,40619,FALSE,0,FALSE,0,FALSE,0,TRUE,38502,TRUE,14740,4968,8903,713.57,675,12.1,13.17,TRUE,8.7,8.9,8.6,8.9,11.3,195844,460.06,364.36,344.66,20740.49,NA,NA,NA,19659.52,7526.4,2536.71,4545.97,1,791,"COVID19Tests","2021-01-15_07-50-56","day","all","BS"
2020-10-31,564,81,483,41183,FALSE,0,FALSE,0,FALSE,0,TRUE,39066,TRUE,15304,5003,9141,692.86,671.43,14.4,13.5,TRUE,8.7,8.9,8.6,8.9,11.3,195844,287.98,353.78,342.84,21028.47,NA,NA,NA,19947.51,7814.38,2554.58,4667.49,1,791,"COVID19Tests","2021-01-15_07-50-56","day","all","BS"
2020-11-01,360,60,300,41543,FALSE,0,FALSE,0,FALSE,0,TRUE,39426,TRUE,15664,5003,9284,684.86,665.29,16.7,13.74,TRUE,8.7,8.9,8.6,8.9,11.3,195844,183.82,349.7,339.7,21212.29,NA,NA,NA,20131.33,7998.2,2554.58,4740.51,1,791,"COVID19Tests","2021-01-15_07-50-56","day","all","BS"
2020-11-02,683,95,588,42226,FALSE,0,FALSE,0,FALSE,0,TRUE,40109,TRUE,16347,4995,9553,674.71,653.5,13.9,13.97,TRUE,8.7,8.9,8.6,8.9,11.3,195844,348.75,344.51,333.68,21561.04,NA,NA,NA,20480.08,8346.95,2550.5,4877.86,1,791,"COVID19Tests","2021-01-15_07-50-56","day","all","BS"
2020-11-03,731,104,627,42957,FALSE,0,FALSE,0,FALSE,0,TRUE,40840,TRUE,17078,4850,9659,640.29,644.86,14.2,14.51,TRUE,8.7,8.9,8.6,8.9,11.3,195844,373.26,326.94,329.27,21934.29,NA,NA,NA,20853.33,8720.21,2476.46,4931.99,1,791,"COVID19Tests","2021-01-15_07-50-56","day","all","BS"
2020-11-04,743,91,652,43700,FALSE,0,FALSE,0,FALSE,0,TRUE,41583,TRUE,17821,4794,9650,628.14,631.64,12.2,14.16,TRUE,8.7,8.9,8.6,8.9,11.3,195844,379.38,320.73,322.52,22313.68,NA,NA,NA,21232.72,9099.59,2447.87,4927.39,1,791,"COVID19Tests","2021-01-15_07-50-56","day","all","BS"
2020-11-05,741,106,635,44441,FALSE,0,FALSE,0,FALSE,0,TRUE,42324,TRUE,18562,4723,9608,615.86,628.93,14.3,14.59,TRUE,8.7,8.9,8.6,8.9,11.3,195844,378.36,314.46,321.14,22692.04,NA,NA,NA,21611.08,9477.95,2411.61,4905.95,1,791,"COVID19Tests","2021-01-15_07-50-56","day","all","BS"
2020-11-06,660,105,555,45101,FALSE,0,FALSE,0,FALSE,0,TRUE,42984,TRUE,19222,4482,9450,593.43,616.64,15.9,14.59,TRUE,8.7,8.9,8.6,8.9,11.3,195844,337,303.01,314.86,23029.04,NA,NA,NA,21948.08,9814.95,2288.56,4825.27,1,791,"COVID19Tests","2021-01-15_07-50-56","day","all","BS"
2020-11-07,479,57,422,45580,FALSE,0,FALSE,0,FALSE,0,TRUE,43463,TRUE,19701,4397,9400,596.86,617.64,11.9,15.14,TRUE,8.7,8.9,8.6,8.9,11.3,195844,244.58,304.76,315.37,23273.63,NA,NA,NA,22192.66,10059.54,2245.15,4799.74,1,791,"COVID19Tests","2021-01-15_07-50-56","day","all","BS"
2020-11-08,274,54,220,45854,FALSE,0,FALSE,0,FALSE,0,TRUE,43737,TRUE,19975,4311,9314,578.43,613.07,19.7,16.19,TRUE,8.7,8.9,8.6,8.9,11.3,195844,139.91,295.35,313.04,23413.53,NA,NA,NA,22332.57,10199.44,2201.24,4755.83,1,791,"COVID19Tests","2021-01-15_07-50-56","day","all","BS"
2020-11-09,526,73,453,46380,FALSE,0,FALSE,0,FALSE,0,TRUE,44263,TRUE,20501,4154,9149,583.14,619,13.9,16.87,TRUE,8.7,8.9,8.6,8.9,11.3,195844,268.58,297.76,316.07,23682.11,NA,NA,NA,22601.15,10468.03,2121.08,4671.58,1,791,"COVID19Tests","2021-01-15_07-50-56","day","all","BS"
2020-11-10,755,137,618,47135,FALSE,0,FALSE,0,FALSE,0,TRUE,45018,TRUE,21256,4178,9028,593,635,18.1,17.67,TRUE,8.7,8.9,8.6,8.9,11.3,195844,385.51,302.79,324.24,24067.63,NA,NA,NA,22986.66,10853.54,2133.33,4609.79,1,791,"COVID19Tests","2021-01-15_07-50-56","day","all","BS"
2020-11-11,614,120,494,47749,FALSE,0,FALSE,0,FALSE,0,TRUE,45632,TRUE,21870,4049,8843,607.14,631.71,19.5,18.71,TRUE,8.7,8.9,8.6,8.9,11.3,195844,313.51,310.01,322.56,24381.14,NA,NA,NA,23300.18,11167.05,2067.46,4515.33,1,791,"COVID19Tests","2021-01-15_07-50-56","day","all","BS"
2020-11-12,774,148,626,48523,FALSE,0,FALSE,0,FALSE,0,TRUE,46406,TRUE,22644,4082,8805,610.29,635.5,19.1,19.37,TRUE,8.7,8.9,8.6,8.9,11.3,195844,395.21,311.62,324.49,24776.35,NA,NA,NA,23695.39,11562.26,2084.31,4495.93,1,791,"COVID19Tests","2021-01-15_07-50-56","day","all","BS"
2020-11-13,729,157,572,49252,FALSE,0,FALSE,0,FALSE,0,TRUE,47135,TRUE,23373,4151,8633,644.57,631.36,21.5,19.6,TRUE,8.7,8.9,8.6,8.9,11.3,195844,372.24,329.12,322.38,25148.59,NA,NA,NA,24067.63,11934.5,2119.54,4408.1,1,791,"COVID19Tests","2021-01-15_07-50-56","day","all","BS"
2020-11-14,578,111,467,49830,FALSE,0,FALSE,0,FALSE,0,TRUE,47713,TRUE,23951,4250,8647,673.14,641.86,19.2,19.76,TRUE,8.7,8.9,8.6,8.9,11.3,195844,295.13,343.71,327.74,25443.72,NA,NA,NA,24362.76,12229.63,2170.09,4415.25,1,791,"COVID19Tests","2021-01-15_07-50-56","day","all","BS"
2020-11-15,296,72,224,50126,FALSE,0,FALSE,0,FALSE,0,TRUE,48009,TRUE,24247,4272,8583,685,638.57,24.3,18.96,TRUE,8.7,8.9,8.6,8.9,11.3,195844,151.14,349.77,326.06,25594.86,NA,NA,NA,24513.9,12380.77,2181.33,4382.57,1,791,"COVID19Tests","2021-01-15_07-50-56","day","all","BS"
2020-11-16,766,119,647,50892,FALSE,0,FALSE,0,FALSE,0,TRUE,48775,TRUE,25013,4512,8666,687.86,653.5,15.5,18.23,TRUE,8.7,8.9,8.6,8.9,11.3,195844,391.13,351.23,333.68,25985.99,NA,NA,NA,24905.03,12771.9,2303.87,4424.95,1,791,"COVID19Tests","2021-01-15_07-50-56","day","all","BS"
2020-11-17,955,183,772,51847,FALSE,0,FALSE,0,FALSE,0,TRUE,49730,TRUE,25968,4712,8890,669.71,655.36,19.2,17.49,TRUE,8.7,8.9,8.6,8.9,11.3,195844,487.63,341.96,334.63,26473.62,NA,NA,NA,25392.66,13259.53,2406,4539.33,1,791,"COVID19Tests","2021-01-15_07-50-56","day","all","BS"
2020-11-18,697,97,600,52544,FALSE,0,FALSE,0,FALSE,0,TRUE,50427,TRUE,26665,4795,8844,676.57,677.21,13.9,17.19,TRUE,8.7,8.9,8.6,8.9,11.3,195844,355.9,345.46,345.79,26829.52,NA,NA,NA,25748.55,13615.43,2448.38,4515.84,1,791,"COVID19Tests","2021-01-15_07-50-56","day","all","BS"
2020-11-19,794,111,683,53338,FALSE,0,FALSE,0,FALSE,0,TRUE,51221,TRUE,27459,4815,8897,666.86,675.86,14,16.03,TRUE,8.7,8.9,8.6,8.9,11.3,195844,405.42,340.51,345.1,27234.94,NA,NA,NA,26153.98,14020.85,2458.59,4542.9,1,791,"COVID19Tests","2021-01-15_07-50-56","day","all","BS"
2020-11-20,602,98,504,53940,FALSE,0,FALSE,0,FALSE,0,TRUE,51823,TRUE,28061,4688,8839,662.43,681.64,16.3,15.99,TRUE,8.7,8.9,8.6,8.9,11.3,195844,307.39,338.24,348.05,27542.33,NA,NA,NA,26461.37,14328.24,2393.74,4513.29,1,791,"COVID19Tests","2021-01-15_07-50-56","day","all","BS"
2020-11-21,626,107,519,54566,FALSE,0,FALSE,0,FALSE,0,TRUE,52449,TRUE,28687,4736,8986,637.57,680.5,17.1,15.49,TRUE,8.7,8.9,8.6,8.9,11.3,195844,319.64,325.55,347.47,27861.97,NA,NA,NA,26781.01,14647.88,2418.25,4588.35,1,791,"COVID19Tests","2021-01-15_07-50-56","day","all","BS"
2020-11-22,228,37,191,54794,FALSE,0,FALSE,0,FALSE,0,TRUE,52677,TRUE,28915,4668,8940,669.43,681.64,16.2,15.69,TRUE,8.7,8.9,8.6,8.9,11.3,195844,116.42,341.82,348.05,27978.39,NA,NA,NA,26897.43,14764.3,2383.53,4564.86,1,791,"COVID19Tests","2021-01-15_07-50-56","day","all","BS"
2020-11-23,735,112,623,55529,FALSE,0,FALSE,0,FALSE,0,TRUE,53412,TRUE,29650,4637,9149,663.86,680.64,15.2,15.47,TRUE,8.7,8.9,8.6,8.9,11.3,195844,375.3,338.97,347.54,28353.69,NA,NA,NA,27272.73,15139.6,2367.7,4671.58,1,791,"COVID19Tests","2021-01-15_07-50-56","day","all","BS"
2020-11-24,781,123,658,56310,FALSE,0,FALSE,0,FALSE,0,TRUE,54193,TRUE,30431,4463,9175,693.57,666.79,15.7,14.94,TRUE,8.7,8.9,8.6,8.9,11.3,195844,398.79,354.14,340.47,28752.48,NA,NA,NA,27671.51,15538.39,2278.85,4684.85,1,791,"COVID19Tests","2021-01-15_07-50-56","day","all","BS"
2020-11-25,920,141,779,57230,FALSE,0,FALSE,0,FALSE,0,TRUE,55113,TRUE,31351,4686,9481,684.43,684.79,15.3,14.59,TRUE,8.7,8.9,8.6,8.9,11.3,195844,469.76,349.48,349.66,29222.24,NA,NA,NA,28141.28,16008.15,2392.72,4841.1,1,791,"COVID19Tests","2021-01-15_07-50-56","day","all","BS"
2020-11-26,755,94,661,57985,FALSE,0,FALSE,0,FALSE,0,TRUE,55868,TRUE,32106,4647,9462,696.43,691.71,12.5,15.2,TRUE,8.7,8.9,8.6,8.9,11.3,195844,385.51,355.6,353.19,29607.75,NA,NA,NA,28526.79,16393.66,2372.81,4831.4,1,791,"COVID19Tests","2021-01-15_07-50-56","day","all","BS"
2020-11-27,810,102,708,58795,FALSE,0,FALSE,0,FALSE,0,TRUE,56678,TRUE,32916,4855,9543,698.86,712.57,12.6,15.2,TRUE,8.7,8.9,8.6,8.9,11.3,195844,413.59,356.85,363.85,30021.34,NA,NA,NA,28940.38,16807.25,2479.01,4872.76,1,791,"COVID19Tests","2021-01-15_07-50-56","day","all","BS"
2020-11-28,562,82,480,59357,FALSE,0,FALSE,0,FALSE,0,TRUE,57240,TRUE,33478,4791,9527,696,712.57,14.6,14.97,TRUE,8.7,8.9,8.6,8.9,11.3,195844,286.96,355.38,363.85,30308.31,NA,NA,NA,29227.34,17094.22,2446.33,4864.59,1,791,"COVID19Tests","2021-01-15_07-50-56","day","all","BS"
2020-11-29,312,64,248,59669,FALSE,0,FALSE,0,FALSE,0,TRUE,57552,TRUE,33790,4875,9543,700.14,720.36,20.5,14.61,TRUE,8.7,8.9,8.6,8.9,11.3,195844,159.31,357.5,367.82,30467.62,NA,NA,NA,29386.65,17253.53,2489.23,4872.76,1,791,"COVID19Tests","2021-01-15_07-50-56","day","all","BS"
2020-11-30,752,114,638,60421,FALSE,0,FALSE,0,FALSE,0,TRUE,58304,TRUE,34542,4892,9529,719.57,727.71,15.2,14.39,TRUE,8.7,8.9,8.6,8.9,11.3,195844,383.98,367.42,371.58,30851.6,NA,NA,NA,29770.63,17637.51,2497.91,4865.61,1,791,"COVID19Tests","2021-01-15_07-50-56","day","all","BS"
2020-12-01,761,107,654,61182,FALSE,0,FALSE,0,FALSE,0,TRUE,59065,TRUE,35303,4872,9335,731.57,750.5,14.1,14.5,TRUE,8.7,8.9,8.6,8.9,11.3,195844,388.57,373.55,383.21,31240.17,NA,NA,NA,30159.21,18026.08,2487.69,4766.55,1,791,"COVID19Tests","2021-01-15_07-50-56","day","all","BS"
2020-12-02,949,121,828,62131,FALSE,0,FALSE,0,FALSE,0,TRUE,60014,TRUE,36252,4901,9587,740.71,742.93,12.8,14.29,TRUE,8.7,8.9,8.6,8.9,11.3,195844,484.57,378.21,379.35,31724.74,NA,NA,NA,30643.78,18510.65,2502.5,4895.22,1,791,"COVID19Tests","2021-01-15_07-50-56","day","all","BS"
2020-12-03,891,97,794,63022,FALSE,0,FALSE,0,FALSE,0,TRUE,60905,TRUE,37143,5037,9684,744.29,774.5,10.9,13.9,TRUE,8.7,8.9,8.6,8.9,11.3,195844,454.95,380.04,395.47,32179.69,NA,NA,NA,31098.73,18965.61,2571.95,4944.75,1,791,"COVID19Tests","2021-01-15_07-50-56","day","all","BS"
2020-12-04,894,120,774,63916,FALSE,0,FALSE,0,FALSE,0,TRUE,61799,TRUE,38037,5121,9976,756.57,798.93,13.4,13.6,TRUE,8.7,8.9,8.6,8.9,11.3,195844,456.49,386.31,407.94,32636.18,NA,NA,NA,31555.22,19422.09,2614.84,5093.85,1,791,"COVID19Tests","2021-01-15_07-50-56","day","all","BS"
2020-12-05,626,82,544,64542,FALSE,0,FALSE,0,FALSE,0,TRUE,62425,TRUE,38663,5185,9976,805,804.29,13.1,13.33,TRUE,8.7,8.9,8.6,8.9,11.3,195844,319.64,411.04,410.68,32955.82,NA,NA,NA,31874.86,19741.73,2647.52,5093.85,1,791,"COVID19Tests","2021-01-15_07-50-56","day","all","BS"
